ID,Titolo,Generi,Temi,Punteggio Medio,Rank,Popolarità,Stato,Autori
2,Berserk,"Action, Adventure, Award Winning, Drama, Fantasy, Gore, Horror, Military, Psychological, Seinen",,9.47,1,1,currently_publishing,"Kentarou Miura,  Studio Gaga"
1706,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,"Action, Adventure, Historical, Mystery, Seinen, Shounen, Supernatural",,9.32,2,23,finished,Hirohiko Araki
656,Vagabond,"Action, Adventure, Award Winning, Historical, Samurai, Seinen",,9.27,3,13,on_hiatus,"Takehiko Inoue, Eiji Yoshikawa"
13,One Piece,"Action, Adventure, Fantasy, Shounen",,9.22,4,4,currently_publishing,Eiichiro Oda
1,Monster,"Adult Cast, Award Winning, Drama, Mystery, Psychological, Seinen",,9.16,5,28,finished,Naoki Urasawa
51,Slam Dunk,"Award Winning, School, Shounen, Sports, Team Sports",,9.08,6,49,finished,Takehiko Inoue
642,Vinland Saga,"Action, Adventure, Award Winning, Drama, Historical, Seinen",,9.08,7,17,currently_publishing,Makoto Yukimura
25,Fullmetal Alchemist,"Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen",,9.04,10,20,finished,Hiromu Arakawa
70345,Grand Blue,"Comedy, Seinen",,9.03,12,48,currently_publishing,"Kenji Inoue, Kimitake Yoshioka"
16765,Kingdom,"Action, Award Winning, Historical, Military, Seinen",,9.01,13,50,currently_publishing,Yasuhisa Hara
4632,Oyasumi Punpun,"Drama, Psychological, Seinen, Slice of Life",,8.99,14,8,finished,Inio Asano
44489,Houseki no Kuni,"Action, Anthropomorphic, Drama, Fantasy, Seinen",,8.97,15,80,finished,Haruko Ichikawa
657,Real,"Award Winning, Drama, Psychological, Seinen, Sports, Team Sports",,8.95,16,150,currently_publishing,Takehiko Inoue
3,20th Century Boys,"Award Winning, Drama, Historical, Mystery, Psychological, Sci-Fi, Seinen",,8.94,17,24,finished,Naoki Urasawa
1303,Ashita no Joe,"Combat Sports, Drama, Shounen, Slice of Life, Sports",,8.93,18,289,finished,"Ikki Kajiwara, Tetsuya Chiba"
104,Yotsuba to!,"Award Winning, Childcare, Comedy, Iyashikei, Slice of Life",,8.91,19,69,currently_publishing,Kiyohiko Azuma
34053,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,"Drama, Fantasy, Mystery, Shounen, Supernatural",,8.9,23,912,finished,"Kei Natsumi,  Ryukishi07"
90125,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"Award Winning, Comedy, Romance, School, Seinen",,8.89,24,25,finished,Aka Akasaka
336,GTO,"Action, Award Winning, Comedy, Delinquents, Drama, Ecchi, School, Shounen, Workplace",,8.87,26,56,finished,Tooru Fujisawa
1224,3-gatsu no Lion,"Award Winning, Childcare, Drama, Iyashikei, Seinen, Slice of Life, Strategy Game",,8.86,27,225,currently_publishing,Chica Umino
35243,Haikyuu!!,"Award Winning, School, Shounen, Sports, Team Sports",,8.86,28,33,finished,Haruichi Furudate
56805,Koe no Katachi,"Award Winning, Drama, Shounen",,8.85,29,26,finished,Yoshitoki Ooima
126287,Sousou no Frieren,"Adventure, Award Winning, Drama, Fantasy, Shounen",,8.84,30,81,currently_publishing,"Kanehito Yamada, Tsukasa Abe"
144267,Kaoru Hana wa Rin to Saku,"Drama, Romance, School",,8.82,33,152,currently_publishing,Saka Mikami
21525,Akatsuki no Yona,"Adventure, Fantasy, Romance, Shoujo",,8.82,35,86,currently_publishing,Mizuho Kusanagi
28,Nana,"Adult Cast, Award Winning, Drama, Love Polygon, Music, Romance, Shoujo",,8.81,39,77,on_hiatus,Ai Yazawa
651,Kaze no Tani no Nausicaä,"Action, Adventure, Award Winning, Fantasy",,8.81,40,267,finished,Hayao Miyazaki
7375,Kokou no Hito,"Award Winning, Drama, Psychological, Seinen, Sports",,8.81,41,103,finished,Shinichi Sakamoto
85781,Dungeon Meshi,"Award Winning, Comedy, Fantasy, Gourmet, Seinen",,8.77,46,158,finished,Ryouko Kui
100448,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.","Drama, Shounen",,8.77,47,58,finished,"Shouichi Taguchi, Sugaru Miaki"
26,Hunter x Hunter,"Action, Adventure, Fantasy, Shounen",,8.76,48,22,currently_publishing,Yoshihiro Togashi
14483,Uchuu Kyoudai,"Adult Cast, Award Winning, Drama, Sci-Fi, Seinen, Space, Workplace",,8.75,50,465,currently_publishing,Chuuya Koyama
7,Hajime no Ippo,"Award Winning, Combat Sports, Shounen, Sports",,8.74,51,164,currently_publishing,George Morikawa
91941,Made in Abyss,"Adventure, Drama, Fantasy, Sci-Fi",,8.73,54,61,currently_publishing,Akihito Tsukushi
132678,Veil,"Historical, Romance, Slice of Life",,8.73,56,1036,currently_publishing,Ikumi Fukuda
44347,One Punch-Man,"Action, Comedy, Parody, Seinen, Super Power",,8.72,57,7,currently_publishing,"Yusuke Murata,  ONE"
72467,Shoujo Shuumatsu Ryokou,"Adventure, Award Winning, Iyashikei, Slice of Life",,8.72,58,208,finished, Tsukumizu
45143,Kono Oto Tomare!,"Drama, Music, School, Shounen",,8.71,59,367,currently_publishing,Amyuu Sakura
418,Mushishi,"Adult Cast, Award Winning, Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",,8.7,61,178,finished,Yuki Urushibara
21,Death Note,"Psychological, Shounen, Supernatural, Suspense",,8.69,62,14,finished,"Takeshi Obata, Tsugumi Ohba"
145,Beck,"Award Winning, Drama, Music, Romance, Shounen",,8.69,63,189,finished,Harold Sakuishi
116778,Chainsaw Man,"Action, Award Winning, Fantasy, Gore, Shounen, Urban Fantasy",,8.69,64,3,currently_publishing,Tatsuki Fujimoto
129621,Medalist,"Award Winning, Drama, Seinen, Sports",,8.69,65,1110,currently_publishing, Tsurumaikada
1133,Dorohedoro,"Action, Comedy, Fantasy, Gore, Horror, Seinen",,8.68,67,47,finished,Q Hayashida
1859,Natsume Yuujinchou,"Drama, Iyashikei, Shoujo, Supernatural",,8.67,68,378,currently_publishing,Yuki Midorikawa
664,Akira,"Action, Award Winning, Gore, Sci-Fi, Seinen",,8.66,69,94,finished,Katsuhiro Otomo
100035,Tongari Boushi no Atelier,"Fantasy, Seinen",,8.66,71,134,currently_publishing,Kamome Shirahama
107562,Kusuriya no Hitorigoto,"Drama, Historical, Medical, Mystery, Seinen",,8.65,73,212,currently_publishing,"Natsu Hyuuga,  Nekokurage"
4,Yokohama Kaidashi Kikou,"Award Winning, Iyashikei, Sci-Fi, Seinen, Slice of Life",,8.65,74,203,finished,Hitoshi Ashinano
88660,Yagate Kimi ni Naru,"Drama, Girls Love, School",,8.65,76,125,finished,Nio Nakatani
123006,Bungou Stray Dogs: Beast,"Action, Detective, Mystery, Shounen, Supernatural",,8.65,79,1067,finished,"Kafka Asagiri, Shiwasu Hoshikawa"
128365,Kimi to Tsuzuru Utakata,"Girls Love, School",,8.64,80,819,finished, Yuama
44,Gintama,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",,8.64,82,153,finished,Hideaki Sorachi
145863,Sayonara Eri,"Drama, Shounen",,8.64,83,92,finished,Tatsuki Fujimoto
78523,ReLIFE,"Comedy, Drama, Romance, School, Slice of Life",,8.63,85,67,finished,Sou Yayoi
85968,Golden Kamuy,"Action, Adventure, Award Winning, Historical, Seinen",,8.63,86,146,finished,Satoru Noda
904,Kozure Ookami,"Action, Historical, Samurai, Seinen",,8.63,87,342,finished,"Kazuo Koike, Goseki Kojima"
23900,Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,"Drama, Mystery, Psychological, Shounen, Supernatural, Suspense",,8.63,88,1274,finished,"Eita Mizuno,  Ryukishi07"
81,Aria,"Iyashikei, Sci-Fi, Shounen, Slice of Life",,8.62,91,438,finished,Kozue Amano
745,Pluto,"Action, Award Winning, Detective, Mystery, Psychological, Sci-Fi, Seinen, Suspense",,8.62,92,101,finished,"Naoki Urasawa, Osamu Tezuka"
60783,Mob Psycho 100,"Action, Award Winning, Comedy, Super Power, Supernatural",,8.61,95,110,finished, ONE
102256,Ao Ashi,"Award Winning, Seinen, Sports, Team Sports",,8.61,98,508,currently_publishing,"Yuugo Kobayashi, Naohiko Ueno"
107931,Blue Period,"Award Winning, Drama, School, Seinen, Visual Arts",,8.61,99,97,currently_publishing,Tsubasa Yamaguchi
9982,Usogui,"Action, High Stakes Game, Psychological, Seinen, Strategy Game",,8.61,100,380,finished,Toshio Sako
756,Banana Fish,"Action, Adventure, Delinquents, Drama, Organized Crime, Psychological, Shoujo, Suspense",,8.6,101,276,finished,Akimi Yoshida
118289,Skip to Loafer,"Award Winning, Drama, School, Seinen",,8.6,103,401,currently_publishing,Misaki Takamatsu
114043,"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",Romance,,8.59,104,606,finished,Miku Morinaga
37707,Shigatsu wa Kimi no Uso,"Award Winning, Drama, Music, Romance, School, Shounen",,8.59,105,194,finished,Naoshi Arakawa
61579,Tobaku Datenroku Kaiji: One Poker-hen,"Adult Cast, Drama, High Stakes Game, Psychological, Seinen, Strategy Game",,8.59,107,1980,finished,Nobuyuki Fukumoto
698,Shinseiki Evangelion,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Shounen, Suspense",,8.57,110,114,finished,Yoshiyuki Sadamoto
3006,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action, Shounen, Supernatural",,8.57,111,135,finished,Hirohiko Araki
13245,Chihayafuru,"Award Winning, Drama, Josei, Love Polygon, Strategy Game",,8.57,112,347,finished,Yuki Suetsugu
87844,The Fable,"Adult Cast, Award Winning, Comedy, Organized Crime, Seinen, Suspense",,8.56,116,304,finished,Katsuhisa Minami
3031,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen",,8.56,117,54,finished,Jun Mochizuki
11514,Otoyomegatari,"Award Winning, Historical, Romance, Seinen",,8.56,118,220,currently_publishing,Kaoru Mori
92559,Diamond no Ace Act II,"School, Shounen, Sports, Team Sports",,8.56,119,1087,finished,Yuuji Terajima
105084,Jibaku Shounen Hanako-kun,"School, Shounen, Supernatural",,8.55,120,111,currently_publishing,Iro Aida
23390,Shingeki no Kyojin,"Action, Award Winning, Drama, Gore, Military, Shounen, Survival, Suspense",,8.55,121,2,finished,Hajime Isayama
610,Skip Beat!,"Comedy, Drama, Love Polygon, Romance, Shoujo, Showbiz",,8.55,124,169,currently_publishing,Yoshiki Nakamura
1325,Hi no Tori (1967),"Drama, Fantasy, Historical, Psychological, Romance, Sci-Fi, Shounen, Space, Supernatural",,8.55,125,799,finished,Osamu Tezuka
11054,Billy Bat,"Detective, Drama, Historical, Mystery, Psychological, Seinen, Supernatural",,8.55,127,218,finished,"Naoki Urasawa, Takashi Nagasaki"
33327,Tokyo Ghoul,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",,8.54,130,6,finished,Sui Ishida
22,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Drama, Historical, Samurai, Shounen",,8.54,131,147,finished,Nobuhiro Watsuki
8157,Kamisama Hajimemashita,"Comedy, Fantasy, Mythology, Romance, Shoujo, Supernatural",,8.54,132,172,finished,Julietta Suzuki
137303,Hirayasumi,"Seinen, Slice of Life",,8.53,134,1062,currently_publishing,Keigo Shinzou
101396,Sasaki to Miyano,"Boys Love, Otaku Culture, School",,8.53,135,485,currently_publishing,Shou Harusono
102,Fruits Basket,"Award Winning, Drama, Love Polygon, Romance, School, Shoujo, Supernatural",,8.53,137,82,finished,Natsuki Takaya
5744,Ping Pong,"Drama, Seinen, Sports",,8.53,139,828,finished,Taiyou Matsumoto
11327,One Outs,"Adult Cast, Psychological, Seinen, Sports, Team Sports",,8.53,140,513,finished,Shinobu Kaitani
21498,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,"Drama, Fantasy, Horror, Mystery, Psychological, Shounen, Supernatural, Suspense",,8.51,143,1219,finished," Ryukishi07,  Akitaka"
214,Kidou Senshi Gundam: The Origin,"Action, Award Winning, Drama, Mecha, Military, Sci-Fi, Shounen, Space",,8.51,144,1173,finished,"Yoshikazu Yasuhiko, Yoshiyuki Tomino"
30,Ouran Koukou Host Club,"Comedy, Crossdressing, Drama, Reverse Harem, Romance, School, Shoujo",,8.5,146,100,finished,Bisco Hatori
11734,Watashitachi no Shiawase na Jikan,"Drama, Music, Psychological, Romance, Seinen",,8.5,148,118,finished,Sumomo Yumeka
44307,Kakukaku Shikajika,"Award Winning, Josei, Memoir, Otaku Culture, Slice of Life, Visual Arts",,8.5,149,662,finished,Akiko Higashimura
104538,Kimi no Suizou wo Tabetai,"Drama, Romance",,8.49,153,381,finished,"Idumi Kirihara, Yoru Sumino"
28393,Sakamichi no Apollon,"Award Winning, Drama, Josei, Love Polygon, Music, Romance, School",,8.49,154,588,finished,Yuki Kodama
113010,Bakemonogatari,"Action, Comedy, Drama, Mystery, Romance, Shounen, Supernatural, Vampire",,8.49,155,457,finished," Oh! Great, ISIN NISIO"
119161,Spy x Family,"Action, Childcare, Comedy, Shounen",,8.49,157,19,currently_publishing,Tatsuya Endou
121504,Yubisaki to Renren,"Adult Cast, Romance, Shoujo",,8.49,158,318,currently_publishing,Suu Morishita
56529,Bungou Stray Dogs,"Action, Detective, Mystery, Seinen, Supernatural",,8.49,160,159,currently_publishing,"Kafka Asagiri,  Harukawa35"
79085,Given,"Boys Love, Drama, Music, School",,8.49,161,253,finished,Natsuki Kizu
85719,Blue Giant,"Award Winning, Music, Seinen",,8.49,162,790,finished,Shinichi Ishizuka
38071,Spirit Circle,"Action, Adventure, Comedy, Drama, Reincarnation, Romance, Seinen, Supernatural",,8.48,164,383,finished,Satoshi Mizukami
117851,Shimeji Simulation,"School, Slice of Life",,8.48,165,861,finished, Tsukumizu
112988,blanc,"Boys Love, Drama, Slice of Life",,8.47,167,2389,finished,Asumiko Nakamura
114745,Blue Lock,"Award Winning, Shounen, Sports, Team Sports",,8.47,168,44,currently_publishing,"Muneyuki Kaneshiro, Yuusuke Nomura"
88639,"Ohayou, Ibarahime","Romance, Shoujo, Supernatural",,8.47,172,482,finished,Megumi Morino
93753,Vanitas no Karte,"Fantasy, Historical, Shounen, Urban Fantasy, Vampire",,8.47,173,236,currently_publishing,Jun Mochizuki
1183,Cross Game,"Award Winning, Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",,8.47,174,863,finished,Mitsuru Adachi
25515,JoJo no Kimyou na Bouken Part 8: JoJolion,"Action, Adventure, Award Winning, Mystery, Seinen, Supernatural",,8.47,175,75,finished,Hirohiko Araki
46282,Chikan Otoko,"Comedy, Drama, Romance, Slice of Life",,8.47,176,361,finished,Takuma Yokota
36413,Hinamatsuri,"Childcare, Comedy, Organized Crime, Seinen, Supernatural",,8.46,177,308,finished,Masao Ohtake
97244,Shimanami Tasogare,"Drama, Psychological, Seinen, Slice of Life",,8.46,178,261,finished,Yuuki Kamatani
43,Eyeshield 21,"Shounen, Sports, Team Sports",,8.46,180,207,finished,"Riichiro Inagaki, Yusuke Murata"
7519,Kami nomi zo Shiru Sekai,"Comedy, Fantasy, Harem, Otaku Culture, Romance, School, Shounen, Supernatural",,8.46,182,129,finished,Tamiki Wakaki
100323,Yuukoku no Moriarty,"Adult Cast, Historical, Mystery, Psychological, Shounen, Suspense",,8.45,184,481,currently_publishing,"Ryousuke Takeuchi, Hikaru Miyoshi"
3299,Ookami to Koushinryou,"Adult Cast, Adventure, Drama, Fantasy, Historical, Romance, Seinen, Supernatural",,8.45,186,422,finished,"Keito Koume, Isuna Hasekura"
7482,Rainbow: Nisha Rokubou no Shichinin,"Award Winning, Delinquents, Drama, Historical, Psychological, Seinen",,8.45,187,480,finished,"George Abe, Masasumi Kakizaki"
135496,Dandadan,"Action, Comedy, Shounen, Supernatural",,8.45,189,52,currently_publishing,Yukinobu Tatsu
119279,Hirano to Kagiura,"Boys Love, Josei, School, Slice of Life",,8.44,191,1915,currently_publishing,Shou Harusono
155861,Kininatteru Hito ga Otoko ja Nakatta,"Girls Love, Music",,8.44,193,477,currently_publishing,Sumiko Arai
42,Dragon Ball,"Action, Adventure, Fantasy, Martial Arts, Shounen",,8.44,194,62,finished,Akira Toriyama
1032,Doraemon,"Adventure, Anthropomorphic, Award Winning, Comedy, Kids, School, Sci-Fi, Shounen, Slice of Life",,8.44,195,1263,finished,Fujio F. Fujiko
1469,Glass no Kamen,"Drama, Performing Arts, Romance, Shoujo, Showbiz",,8.44,196,1664,on_hiatus,Suzue Miuchi
3285,Holyland,"Action, Delinquents, Martial Arts, Psychological, Seinen",,8.44,197,174,finished,Kouji Mori
6812,Kyou kara Ore wa!!,"Action, Comedy, Delinquents, School, Shounen",,8.44,199,870,finished,Hiroyuki Nishimori
21499,Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,"Drama, Horror, Mystery, Shounen, Supernatural",,8.44,200,1439,finished," Ryukishi07, Hinase Momoyama"
29211,Gekkan Shoujo Nozaki-kun,"Comedy, Otaku Culture, Romance, School",,8.43,201,197,currently_publishing,Izumi Tsubaki
743,21st Century Boys,"Award Winning, Drama, Mystery, Psychological, Sci-Fi, Seinen",,8.43,203,143,finished,Naoki Urasawa
17051,Barakamon,"Childcare, Comedy, Iyashikei, Shounen, Slice of Life, Visual Arts",,8.43,204,421,finished,Satsuki Yoshino
87397,Shiori Experience: Jimi na Watashi to Hen na Ojisan,"Comedy, Music, School, Seinen, Supernatural",,8.42,208,936,currently_publishing,"Yu-Ko Osada, Kazuya Machida"
3572,Tobaku Mokushiroku Kaiji,"Adult Cast, Award Winning, Drama, High Stakes Game, Seinen, Strategy Game",,8.42,209,878,finished,Nobuyuki Fukumoto
133431,Uma Musume Cinderella Gray,"Drama, Seinen, Slice of Life, Sports",,8.42,210,5864,currently_publishing,Taiyou Kuzumi
110771,Toshokan no Daimajutsushi,"Fantasy, Seinen",,8.41,211,904,currently_publishing,Mitsu Izumi
138673,Look Back,"Drama, Shounen",,8.41,212,127,finished,Tatsuki Fujimoto
162964,Mayonaka Heart Tune,"Comedy, Harem, Romance, School, Shounen, Showbiz",,8.41,213,1341,currently_publishing,Masakuni Igarashi
42451,Horimiya,"Romance, School, Shounen",,8.41,214,16,finished,"Daisuke Hagiwara,  HERO"
658,Mugen no Juunin,"Action, Adventure, Drama, Historical, Martial Arts, Samurai, Seinen, Supernatural",,8.41,215,187,finished,Hiroaki Samura
974,Basara,"Adventure, Award Winning, Drama, Fantasy, Romance, Shoujo",,8.41,216,743,finished,Yumi Tamura
3866,Kuroshitsuji,"Action, Fantasy, Historical, Mystery, Mythology, Shounen, Supernatural",,8.41,217,71,currently_publishing,Yana Toboso
121213,Kimi wa Houkago Insomnia,"Romance, School, Seinen",,8.4,220,325,finished,Makoto Ojiro
419,Nodame Cantabile,"Adult Cast, Award Winning, Comedy, Josei, Music, Romance, Slice of Life",,8.4,221,661,finished,Tomoko Ninomiya
3573,Tobaku Hakairoku Kaiji,"Adult Cast, Drama, High Stakes Game, Strategy Game",,8.4,222,1754,finished,Nobuyuki Fukumoto
8967,Onanie Master Kurosawa,"Drama, Psychological, School",,8.39,224,84,finished,"Takuma Yokota, Katsura Ise"
93699,Innocent Rouge,"Award Winning, Drama, Historical, Seinen",,8.39,225,573,finished,Shinichi Sakamoto
94376,Yuru Camp△,"CGDCT, Iyashikei, Slice of Life",,8.39,226,965,currently_publishing, Afro
99314,Kimi no Na wa.,"Drama, Seinen",,8.39,227,168,finished,"Makoto Shinkai, Ranmaru Kotone"
768,Gunnm,"Action, Sci-Fi, Seinen",,8.38,228,185,finished,Yukito Kishiro
2921,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",,8.38,229,68,finished,Hiro Fujiwara
3082,Nichijou,"Comedy, Gag Humor, School, Shounen",,8.38,230,442,currently_publishing,Keiichi Arawi
6164,My Girl,"Childcare, Drama, Seinen, Slice of Life",,8.38,231,540,finished,Sumomo Yumeka
110160,"Mata, Onaji Yume wo Miteita",Drama,,8.38,234,805,finished,"Idumi Kirihara, Yoru Sumino"
33031,Imawa no Kuni no Alice,"Action, Gore, High Stakes Game, Horror, Psychological, Shounen, Supernatural, Survival",,8.38,236,182,finished,Haro Aso
166372,Love Bullet,"Action, Drama, Girls Love, Reincarnation, Seinen, Supernatural",,8.38,238,2259,currently_publishing, inee
10,xxxHOLiC,"Comedy, Drama, Mystery, Seinen, Supernatural",,8.37,239,186,finished, CLAMP
85,Azumanga Daioh,"CGDCT, Comedy, School, Slice of Life",,8.37,240,306,finished,Kiyohiko Azuma
106,Cardcaptor Sakura,"Adventure, Award Winning, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",,8.37,241,254,finished, CLAMP
401,Kiseijuu,"Action, Award Winning, Gore, Horror, Psychological, Sci-Fi, Seinen",,8.37,242,137,finished,Hitoshi Iwaaki
1414,SKET Dance,"Award Winning, Comedy, Drama, School, Shounen",,8.37,243,552,finished,Kenta Shinohara
9711,Bakuman.,"Comedy, Drama, Otaku Culture, Romance, Shounen",,8.37,244,57,finished,"Takeshi Obata, Tsugumi Ohba"
144011,Kimi no Yoru ni Fureru,"Boys Love, Drama",,8.37,246,3906,finished,Moyori Mori
62795,Tomodachi Game,"High Stakes Game, Psychological, Shounen, Strategy Game, Suspense",,8.37,249,191,finished,"Mikoto Yamaguchi, Yuuki Satou"
87609,Tensei shitara Slime Datta Ken,"Award Winning, Fantasy, Isekai, Reincarnation, Shounen",,8.37,250,95,currently_publishing,"Taiki Kawakami,  Fuse"
118804,Ikoku Nikki,"Drama, Josei",,8.37,251,2730,finished,Tomoko Yamashita
115730,Shadows House,"Fantasy, Mystery, Seinen",,8.36,252,402,currently_publishing, Soumatou
136103,Haruka Tooki Ie,"Boys Love, Drama",,8.36,254,4907,finished,Teki Yatsuda
16081,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,"Drama, Horror, Mystery, Psychological, Shounen",,8.36,256,1186,finished,"Kei Natsumi,  Ryukishi07"
142310,Amayo no Tsuki,"Drama, Girls Love, School",,8.36,258,2740,currently_publishing, Kuzushiro
24692,Noragami,"Action, Fantasy, Mythology, Shounen",,8.36,260,46,finished, Adachitoka
39325,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural, Time Travel",,8.36,261,177,finished,Kei Sanbe
48347,Ballroom e Youkoso,"Comedy, Drama, Performing Arts, Romance, School, Shounen, Sports",,8.35,262,451,currently_publishing,Tomo Takeuchi
49835,Gochuumon wa Usagi desu ka?,"CGDCT, Comedy, Iyashikei, Workplace",,8.35,263,2902,currently_publishing, Koi
89087,Wotaku ni Koi wa Muzukashii,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",,8.35,264,90,finished, Fujita
122906,Kieta Hatsukoi,"Award Winning, Boys Love, Comedy, Romance, School, Shoujo",,8.35,268,976,finished," Aruko, Wataru Hinekure"
660,Versailles no Bara,"Drama, Historical, Military, Romance, Shoujo",,8.35,270,997,finished,Riyoko Ikeda
869,Konjiki no Gash!!,"Action, Adventure, Award Winning, Comedy, Shounen, Supernatural",,8.35,270,541,finished,Makoto Raiku
936,Homunculus,"Drama, Horror, Mystery, Psychological, Seinen, Supernatural",,8.35,271,79,finished,Hideo Yamamoto
923,Kanata kara,"Adventure, Award Winning, Fantasy, Isekai, Mythology, Romance, Shoujo",,8.34,272,1201,finished,Kyouko Hikawa
3281,Hadashi no Gen,"Drama, Historical, Shounen",,8.34,273,1689,finished,Keiji Nakazawa
3571,Ten: Tenhou-doori no Kaidanji,"Adult Cast, Drama, Strategy Game",,8.34,274,3259,finished,Nobuyuki Fukumoto
104241,Mairimashita! Iruma-kun,"Comedy, Fantasy, Shounen",,8.34,276,269,currently_publishing,Osamu Nishi
25096,Gin no Saji,"Award Winning, Comedy, Drama, School, Shounen",,8.33,281,420,finished,Hiromu Arakawa
61189,Mahoutsukai no Yome,"Drama, Fantasy, Mythology, Romance, Shounen, Urban Fantasy",,8.33,283,166,currently_publishing,Kore Yamazaki
58141,Machida-kun no Sekai,"Award Winning, Romance, School, Shoujo",,8.32,284,590,finished,Yuki Andou
62023,Mushishi Tokubetsu-hen: Hihamukage,"Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",,8.32,285,3493,finished,Yuki Urushibara
31,Lovely★Complex,"Award Winning, Comedy, Drama, Romance, School, Shoujo",,8.32,286,258,finished,Aya Nakahara
320,Gakuen Alice,"Comedy, Drama, Love Polygon, Romance, School, Shoujo, Super Power",,8.32,287,418,finished,Tachibana Higuchi
895,Full Metal Panic! Sigma,"Action, Mecha, Military, Romance, Shounen",,8.32,288,1672,finished,"Shouji Gatou, Hiroshi Ueda"
2895,Piano no Mori,"Award Winning, Drama, Music, Seinen",,8.32,289,1232,finished,Makoto Isshiki
93972,Totsukuni no Shoujo,"Fantasy, Shounen",,8.32,291,196,finished, Nagabe
98436,Youjo Senki,"Action, Fantasy, Isekai, Military, Reincarnation",,8.32,293,632,currently_publishing,"Chika Toujou, Carlo Zen"
139629,JoJo no Kimyou na Bouken Part 9: The JoJoLands,"Action, Adventure, Seinen, Supernatural",,8.32,294,397,currently_publishing,Hirohiko Araki
147585,Sensou Kyoushitsu,"Action, Fantasy, Military, Shounen",,8.32,295,2400,currently_publishing,"Higoro Toumori, Mozuku Sora"
443,Mars,"Drama, Psychological, Romance, Shoujo",,8.31,296,512,finished,Fuyumi Souryo
736,Shin Angyo Onshi,"Action, Adventure, Drama, Fantasy, Historical, Seinen, Supernatural",,8.31,297,528,finished,"In-Wan Yoon, Kyung-il Yang"
1013,Touch,"Award Winning, Comedy, Drama, Love Polygon, Romance, School, Shounen, Sports, Team Sports",,8.31,298,1453,finished,Mitsuru Adachi
1600,Black Jack,"Award Winning, Drama, Medical, Shounen",,8.31,299,801,finished,Osamu Tezuka
3575,Saikyou Densetsu Kurosawa,"Action, Comedy, Delinquents, Drama, Psychological, Seinen, Suspense",,8.31,300,694,finished,Nobuyuki Fukumoto
10552,Hoshi no Samidare,"Action, Psychological, Seinen, Supernatural, Suspense",,8.31,301,286,finished,Satoshi Mizukami
123444,Teito Seihai Kitan: Fate/type Redline,"Action, Comedy, Fantasy, Supernatural",,8.31,304,1331,currently_publishing," Keikenchi, Ryouji Hirano"
81117,Tokyo Ghoul:re,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",,8.31,305,21,finished,Sui Ishida
100922,Blue Giant Supreme,"Music, Seinen",,8.31,306,4071,finished,Shinichi Ishizuka
37755,Saiki Kusuo no Ψ-nan,"Comedy, Gag Humor, School, Shounen, Super Power, Supernatural",,8.31,308,534,finished,Shuuichi Asou
40761,Ookami Kodomo no Ame to Yuki,"Childcare, Drama, Fantasy, Romance, Seinen, Slice of Life",,8.31,309,749,finished,"Mamoru Hosoda,  Yuu"
118568,Bocchi the Rock!,"CGDCT, Comedy, Music",,8.3,310,754,currently_publishing,Aki Hamaji
156681,"Tsuihou sareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou","Fantasy, Isekai, Seinen",,8.3,311,1756,currently_publishing,"Takumi Hinoura, Shimatsukasa Nimori"
3378,Kimi ni Todoke,"Award Winning, Romance, School, Shoujo, Slice of Life",,8.3,313,105,finished,Karuho Shiina
12471,Daichouhen Doraemon,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Slice of Life",,8.3,315,5204,finished,Fujio F. Fujiko
15306,Takemitsuzamurai,"Award Winning, Historical, Martial Arts, Samurai, Seinen, Slice of Life",,8.3,316,1360,finished,"Taiyou Matsumoto, Issei Eifuku"
57791,Canis Series,"Boys Love, Drama, Slice of Life",,8.3,317,1854,currently_publishing,Hachi Ishie
