ID,Nome,Generi/Temi,Start Date,End Date,Mean Score,Rank,Popularity,Volumi,Capitoli,Stato,Tipo Media,Autori,Serializzazioni
36,Kamikaze Kaitou Jeanne,"Action, Drama, Mahou Shoujo, Reincarnation, Romance, School, Shoujo, Supernatural",1997-12-29,2000-06-03,7.78,1418,956,7,33,finished,manga,Arina Tanemura,
40,Black Cat,"Action, Adventure, Comedy, Fantasy, Shounen",2000-07-11,2004-06-14,7.78,1419,356,20,187,finished,manga,Kentarou Yabuki,
74,Air Gear,"Action, Award Winning, Ecchi, School, Shounen, Supernatural",2002-11-06,2012-05-23,7.78,1420,192,37,358,finished,manga, Oh! Great,
107,Chobits,"Comedy, Ecchi, Psychological, Romance, Sci-Fi, Seinen",2000-09-25,2002-10-28,7.78,1421,236,8,88,finished,manga, CLAMP,
188,Kindan no Koi de Ikou,"Drama, Fantasy, Josei, Romance",2001,2005,7.78,1422,5262,10,50,finished,manga,Tomu Ohmi,
257,Hybrid Child,"Boys Love, Drama, Historical",2003-06-28,2004-08-28,7.78,1423,2125,1,5,finished,manga,Shungiku Nakamura,
398,Kingdom Hearts II,"Adventure, Fantasy, Shounen",2006-05-12,2015-08-12,7.78,1424,1535,10,69,finished,manga,"Shiro Amano, Tetsuya Nomura",
912,Tomie,"Drama, Gore, Horror, Shoujo, Supernatural",1987,2000,7.78,1425,157,3,20,finished,manga,Junji Itou,
933,Elfen Lied,"Action, Drama, Gore, Horror, Psychological, Romance, Seinen, Supernatural",2002-06-06,2005-08-25,7.78,1426,151,12,113,finished,manga,Lynn Okamoto,
1264,Higurashi no Naku Koro ni: Onisarashi-hen,"Drama, Horror, Mystery, Psychological",2005-03-26,2006-07-26,7.78,1428,2961,2,8,finished,manga,"En Kito,  Ryukishi07",
3537,Yankee-kun to Megane-chan,"Action, Comedy, Delinquents, Romance, School, Shounen",2006-10-18,2011-05-18,7.78,1429,412,23,219,finished,manga,Miki Yoshikawa,
