ID,Nome,Generi/Temi,Start Date,End Date,Mean Score,Rank,Popularity,Volumi,Capitoli,Stato,Tipo Media,Autori,Serializzazioni
27231,Hirunaka no Ryuusei,"Love Polygon, Romance, School, Shoujo",2011-05-20,2014-11-05,8.18,470,165,12,86,finished,manga,Mika Yamamori,
53,Yuu☆Yuu☆Hakusho,"Action, Award Winning, Comedy, Drama, Shounen, Supernatural",1990-11-20,1994-07-12,8.18,472,224,19,176,finished,manga,Yoshihiro Togashi,
1014,H2,"Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",1992,1999,8.18,473,1786,34,338,finished,manga,Mitsuru Adachi,
1982,Koori no Mamono no Monogatari,"Boys Love, Fantasy, Shoujo, Supernatural",1995-08-19,2003-06-20,8.18,471,4837,24,75,finished,manga,Shiho Sugiura,
3008,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action, Adventure, Organized Crime, Shounen",1995-11-28,1999-03-23,8.18,475,124,17,155,finished,manga,Hirohiko Araki,
994,Ookiku Furikabutte,"Award Winning, Comedy, Seinen, Sports, Team Sports",2003-09-25,,8.17,477,2123,0,0,currently_publishing,manga,Asa Higuchi,
9738,Higurashi no Naku Koro ni Kai: Matsuribayashi-hen,"Drama, Horror, Mystery, Psychological",2008-06-22,2011-04-22,8.17,478,2015,8,35,finished,manga,"Karin Suzuragi,  Ryukishi07",
152024,"Bungou Stray Dogs: Dazai, Chuuya, Juugosai","Action, Shounen, Supernatural",2022-09-26,2024-08-26,8.17,479,8383,4,24,finished,manga,"Kafka Asagiri, Shiwasu Hoshikawa",
67401,Fukigen na Mononokean,"Comedy, Supernatural",2013-09-12,2021-04-22,8.17,481,1593,18,93,finished,manga,Kiri Wazawa,
80375,Otouto no Otto,"Award Winning, Slice of Life",2014-09-25,2017-05-25,8.17,482,1555,4,28,finished,manga,Gengorou Tagame,
30315,Last Game,"Comedy, Romance, Shoujo",2011-08-24,2016-06-24,8.17,484,142,11,66,finished,manga,Shinobu Amano,
112694,Fushigi Neko no Kyuu-chan,"Comedy, Pets, Slice of Life",2018-01-30,2022-12-02,8.17,486,2667,8,0,finished,manga,Sasami Nitori,
121480,Yofukashi no Uta,"Award Winning, Romance, Shounen, Supernatural, Vampire",2019-08-28,2024-01-24,8.17,487,145,20,203,finished,manga, Kotoyama,
126146,[Oshi no Ko],"Drama, Reincarnation, Seinen, Showbiz, Supernatural",2020-04-23,2024-11-14,8.17,488,42,16,168,finished,manga,"Aka Akasaka, Mengo Yokoyari",
131334,Sakamoto Days,"Action, Comedy, Shounen",2020-11-21,,8.17,489,96,0,0,currently_publishing,manga,Yuuto Suzuki,
112589,Tonikaku Kawaii,"Comedy, Romance, Shounen",2018-02-14,,8.16,490,184,0,0,currently_publishing,manga,Kenjirou Hata,
113163,Bungou Stray Dogs: Dead Apple,"Action, Detective, Mystery, Supernatural",2018-03-09,2023-06-29,8.16,491,3056,4,15,finished,manga, Ganjii,
125052,Yamada-kun to Lv999 no Koi wo Suru,"Romance, Video Game",2019-03-07,,8.16,492,298,0,0,currently_publishing,manga, Mashiro,
436,Uzumaki,"Drama, Horror, Seinen, Supernatural",1998-01-12,1999-08-30,8.16,496,31,3,19,finished,manga,Junji Itou,
10865,Touhou Shinigami: Meteor Methuselah Gaiden,"Action, Drama, Fantasy, Shoujo",2004-10-20,2007-06-28,8.16,497,3985,1,9,finished,manga,Kaori Ozaki,
102703,Doukyuusei: Gold Ring & Silver Ring,Boys Love,2016-11-05,2016-11-05,8.16,498,2534,1,2,finished,manga,Asumiko Nakamura,
58007,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Shoujo",2013-11-28,2014-06-28,8.16,499,324,2,8,finished,manga,"Hikaru Suruga, Gan Sunaaku",
80091,Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comic,"Comedy, Love Polygon, Romance, School, Seinen",2012-12-19,2023-01-19,8.16,500,2108,22,127,finished,manga,"Wataru Watari, Naomichi Io",
45947,Nukozuke!,"Comedy, Pets, Shoujo, Slice of Life",2012-04-06,,8.16,503,1978,0,0,currently_publishing,manga,Iro Yugi,
35733,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Shounen",2012-04-04,2013-04-04,8.15,505,1257,3,13,finished,manga,Mitsu Izumi,
661,Sayonara Zetsubou Sensei,"Award Winning, Comedy, Gag Humor, Parody, School, Shounen",2005-04-27,2012-06-13,8.15,507,580,30,302,finished,manga,Kouji Kumeta,
688,Maison Ikkoku,"Adult Cast, Comedy, Drama, Romance, Seinen",1980-10-14,1987-04-06,8.15,508,1033,15,162,finished,manga,Rumiko Takahashi,
705,Shingetsutan Tsukihime,"Action, Horror, Romance, Supernatural, Vampire",2003-08-21,2010-07-27,8.15,509,428,10,74,finished,manga," Type-Moon, Kinoko Nasu, Shonen Sasaki",
929,Fushigi Yuugi: Genbu Kaiden,"Adventure, Drama, Fantasy, Historical, Isekai, Magical Sex Shift, Romance, Shoujo",2003-03-15,2013-02-14,8.15,510,1651,12,40,finished,manga,Yuu Watase,
1110,Shiawase Kissa 3-choume,"Comedy, Romance, Shoujo, Slice of Life",2004-12-04,2009-08-20,8.15,511,1041,15,88,finished,manga,Kou Matsuzuki,
3042,Soredemo Machi wa Mawatteiru,"Award Winning, Seinen, Slice of Life",2005-03-30,2016-10-28,8.15,512,2026,16,130,finished,manga,Masakazu Ishiguro,
8144,Sora no Otoshimono,"Comedy, Drama, Ecchi, Romance, School, Sci-Fi, Shounen",2007-03-26,2014-02-26,8.15,513,406,20,97,finished,manga,Suu Minazuki,
8652,Zankoku na Kami ga Shihai suru,"Award Winning, Boys Love, Drama, Psychological, Shoujo",1992-05-26,2001-05-26,8.15,514,2061,17,55,finished,manga,Moto Hagio,
111229,Mystery to Iu nakare,"Award Winning, Josei, Mystery",2017-11-28,,8.15,515,1932,0,0,currently_publishing,manga,Yumi Tamura,
117840,Ase to Sekken,"Comedy, Romance, Seinen, Workplace",2018-06-21,2021-01-07,8.15,517,403,11,104,finished,manga,Kintetsu Yamada,
118625,Sasayaku You ni Koi wo Utau,"Girls Love, School",2019-02-18,,8.15,518,496,0,0,currently_publishing,manga,Eku Takeshima,
77637,Helck,"Action, Fantasy",2014-05-05,2017-12-18,8.15,519,430,12,111,finished,manga,Nanaki Nanao,
84255,Hidamari ga Kikoeru,"Boys Love, School, Slice of Life",2013-12-21,2014-08-20,8.15,520,554,1,6,finished,manga,Yuki Fumino,
137939,Chi. Chikyuu no Undou ni Tsuite,"Award Winning, Drama, Historical, Seinen",2020-09-14,2022-04-18,8.15,521,1698,8,62,finished,manga, Uoto,
100128,Yakusoku no Neverland,"Award Winning, Mystery, Psychological, Shounen, Survival, Suspense",2016-08-01,2020-06-15,8.14,523,18,20,181,finished,manga,"Posuka Demizu, Kaiu Shirai",
17,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo",1995-12-22,2005-05-10,8.14,524,464,21,108,finished,manga,Masami Tsuda,
729,Emma,"Award Winning, Historical, Romance, Seinen, Slice of Life",2001-12-12,2008-02-12,8.14,525,633,10,72,finished,manga,Kaoru Mori,
770,Gunnm: Last Order,"Action, Drama, Martial Arts, Sci-Fi, Seinen",2001-07-19,2014-01-28,8.14,529,756,19,124,finished,manga,Yukito Kishiro,
1297,Iryuu: Team Medical Dragon,"Award Winning, Drama, Medical, Psychological, Seinen",2002-11-01,2011-01-28,8.14,527,1666,25,210,finished,manga,"Akira Nagai, Tarou Nogizaka",
1630,JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu,"Action, Adventure, Historical, Shounen, Vampire",1987-10-20,1989-03-14,8.14,528,132,7,69,finished,manga,Hirohiko Araki,
1695,Adolf ni Tsugu,"Award Winning, Drama, Historical, Military",1982-12-22,1985-05-16,8.14,529,776,4,36,finished,manga,Osamu Tezuka,
8070,Sengoku Youko,"Action, Adventure, Fantasy, Historical, Mythology, Shounen",2007-12-28,2016-05-20,8.14,533,995,17,100,finished,manga,Satoshi Mizukami,
8557,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",2004-09-24,2022-03-18,8.14,531,1869,17,103,finished,manga,Kiichi Hotta,
9546,Capeta,"Award Winning, Comedy, Drama, Racing, Shounen",2003-02-06,2013-03-06,8.14,532,3924,32,119,finished,manga,Masahito Soda,
10443,Bakuon Rettou,"Action, Drama, Psychological, School, Seinen",2002-10-24,2012-11-24,8.14,533,1513,18,105,finished,manga,Tsutomu Takahashi,
11850,Keishichou Tokuhanka 007,"Detective, Shoujo, Supernatural",2006-10-20,2012-03-20,8.14,534,2042,11,43,finished,manga,Eiri Kaji,
20242,Binbougami ga!,"Comedy, Mythology, Shounen, Supernatural",2008-06-04,2013-07-04,8.14,535,989,16,81,finished,manga,Yoshiaki Sukeno,
21467,Hoshi Mamoru Inu,"Pets, Seinen, Slice of Life",2008-07-22,2009-01-20,8.14,539,966,1,4,finished,manga,Takashi Murakami,
44319,Mahou Shoujo Madoka★Magica: The Different Story,"Drama, Horror, Mahou Shoujo, School, Seinen",2012-06-12,2012-11-12,8.14,539,1175,3,12,finished,manga," Magica Quartet,  Hanokage",
120250,Ponkotsu Ponko,"Comedy, Seinen, Slice of Life",2019-03-25,2021-05-24,8.14,541,1732,10,79,finished,manga,Keita Yatera,
111745,Tengoku Daimakyou,"Adventure, Mystery, Sci-Fi, Seinen",2018-01-25,,8.13,544,490,0,0,currently_publishing,manga,Masakazu Ishiguro,
130331,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su","Action, Adventure, Award Winning, Fantasy, Shounen, Video Game",2020-07-15,,8.13,546,809,0,0,currently_publishing,manga,"Ryousuke Fuji,  Katarina",
10978,Major,"Award Winning, Comedy, Drama, Shounen, Sports, Team Sports",1994-07-13,2010-07-07,8.13,553,3225,78,747,finished,manga,Takuya Mitsuda,
96792,Kimetsu no Yaiba,"Action, Fantasy, Historical, Shounen",2016-02-15,2020-05-18,8.13,549,9,23,207,finished,manga,Koyoharu Gotouge,
20554,Kocchi Muite! Miiko,"Award Winning, Comedy, Shoujo, Slice of Life",1995,,8.13,551,12050,0,0,currently_publishing,manga,Eriko Ono,
26769,Bokura wa Minna Kawai-sou,"Romance, School, Seinen, Slice of Life",2010-04-30,2018-05-30,8.13,552,409,11,93,finished,manga,Ruri Miyahara,
36131,Fate/kaleid liner Prisma☆Illya 3rei!!,"Action, Comedy, Fantasy, Mahou Shoujo",2012-05-26,,8.13,553,2071,0,0,currently_publishing,manga,Hiroshi Hiroyama,
63535,Amaama to Inazuma,"Childcare, Comedy, Gourmet, Iyashikei, Seinen, Slice of Life",2013-02-07,2018-12-07,8.13,555,735,12,63,finished,manga,Gido Amagakure,
80841,Hakumei to Mikochi,"Fantasy, Iyashikei, Seinen, Slice of Life",2011-04-30,,8.12,556,2359,0,0,currently_publishing,manga,Takuto Kashiki,
89960,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,"Drama, Fantasy, Isekai, Psychological, Seinen, Suspense, Time Travel",2015-05-27,2019-09-27,8.12,558,1712,11,55,finished,manga,"Daichi Matsuse, Tappei Nagatsuki",
99969,Sabishisugite Lesbian Fuuzoku ni Ikimashita Report,"Memoir, Slice of Life",2016-06-17,2016-06-17,8.12,559,323,1,6,finished,manga,Kabi Nagata,
107948,Hitori Koukan Nikki,"Memoir, Slice of Life",2016-05-23,2017-11-13,8.12,560,1085,2,27,finished,manga,Kabi Nagata,
117020,Tsukiatte Agetemo Ii kana,Girls Love,2018-08-17,,8.12,561,981,0,0,currently_publishing,manga, Tamifull,
463,NHK ni Youkoso!,"Comedy, Drama, Otaku Culture, Psychological, Romance, Shounen",2003-12-26,2007-04-26,8.12,562,283,8,40,finished,manga,"Kenji Ooiwa, Tatsuhiko Takimoto",
635,God Child,"Boys Love, Historical, Horror, Mystery, Shoujo, Supernatural",2001-05-02,2003-10-04,8.12,563,979,8,48,finished,manga,Kaori Yuki,
792,City Hunter,"Adventure, Comedy, Detective, Shounen",1985-02-26,1991-11-19,8.12,564,1184,35,193,finished,manga,Tsukasa Hojo,
7010,NG Life,"Comedy, Drama, Historical, Reincarnation, Romance, Shoujo, Supernatural",2006-02-01,2009-03-05,8.12,566,1757,9,54,finished,manga,Mizuho Kusanagi,
7760,Hanma Baki,"Action, Adventure, Gore, Martial Arts",2005-12-01,2012-08-16,8.12,567,744,37,312,finished,manga,Keisuke Itagaki,
10010,Beelzebub,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",2009-02-23,2015-03-13,8.12,568,119,28,250,finished,manga,Ryuuhei Tamura,
24294,Ao Haru Ride,"Romance, School, Shoujo",2011-01-13,2015-02-13,8.12,570,45,13,53,finished,manga,Io Sakisaka,
21054,Touhou Ibara Kasen: Wild and Horned Hermit.,"Fantasy, Slice of Life",2010-07-24,2019-06-14,8.11,571,2529,10,51,finished,manga," ZUN, Aya Azuma",
36933,Ore Monogatari!!,"Award Winning, Comedy, Romance, Shoujo",2011-12-13,2016-07-13,8.11,572,524,14,55,finished,manga,"Kazune Kawahara,  Aruko",
112922,Gokushufudou,"Adult Cast, Comedy, Organized Crime",2018-02-23,,8.11,573,102,0,0,currently_publishing,manga,Kousuke Oono,
70259,Mushoku Tensei: Isekai Ittara Honki Dasu,"Fantasy, Isekai, Reincarnation, Seinen",2014-05-02,,8.11,575,122,0,0,currently_publishing,manga,"Yuka Fujikawa,  Rifujin na Magonote",
20,Hikaru no Go,"Award Winning, Comedy, Drama, Shounen, Strategy Game, Supernatural",1998-12-08,2003-07-14,8.11,576,373,23,198,finished,manga,"Takeshi Obata, Yumi Hotta",
338,Chrno Crusade,"Action, Adventure, Drama, Fantasy, Romance, Sci-Fi, Shounen, Supernatural",1998-12-09,2004-05-08,8.11,577,650,8,59,finished,manga,Daisuke Moriyama,
1101,Akumetsu,"Action, Detective, Drama, Psychological, Shounen, Suspense",2002-10,2006-04-06,8.11,579,238,18,162,finished,manga,"Yoshiaki Tabata, Yuuki Yugo",
1365,Kaze to Ki no Uta,"Award Winning, Boys Love, Drama, Historical, Shoujo",1976-02-29,1984-06,8.11,580,2200,17,139,finished,manga,Keiko Takemiya,
3403,Rosario to Vampire: Season II,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Supernatural, Vampire",2007-11-04,2014-04-19,8.11,581,243,14,67,finished,manga,Akihisa Ikeda,
4423,Oooku,"Award Winning, Drama, Historical, Samurai, Shoujo",2004-06-28,2020-12-28,8.11,582,1801,19,79,finished,manga,Fumi Yoshinaga,
4945,Ginga Nagareboshi Gin,"Anthropomorphic, Award Winning, Shounen",1983-11-15,1987-02-24,8.11,583,4613,18,55,finished,manga,Yoshihiro Takahashi,
8300,Baby Steps,"Award Winning, School, Shounen, Sports",2007-10-17,2017-11-01,8.11,584,722,47,462,finished,manga,Hikaru Katsuki,
154679,Hotaru no Yomeiri,"Historical, Romance",2023-01-01,,8.11,587,971,0,0,currently_publishing,manga,Oreco Tachibana,
153158,Telework Yotabanashi,"Adult Cast, Romance, Seinen",2020-08-02,2023-04-13,8.1,588,1091,1,20,finished,manga,Kintetsu Yamada,
112090,Hidamari ga Kikoeru: Koufukuron,"Boys Love, School, Slice of Life",2015-04-22,2016-02-22,8.1,589,2945,1,7,finished,manga,Yuki Fumino,
19709,Gabai: Saga no Gabai Baachan,"Comedy, Historical, Seinen, Slice of Life",2005,2010-04,8.1,592,8090,11,91,finished,manga,"Yoshichi Shimada, Saburou Ishikawa",
27029,Ouran Koukou Host Club University Special,"Comedy, Crossdressing, Drama, Harem, Romance, School, Shoujo",2011-07-23,2011-08-24,8.1,594,2878,0,2,finished,manga,Bisco Hatori,
48025,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Shounen",2013-05-08,2018-04-25,8.1,596,521,19,182,finished,manga,"Shinobu Ohtaka, Yoshifumi Ohtera",
47,Katekyou Hitman Reborn!,"Action, Comedy, Organized Crime, School, Shounen, Super Power",2004-05-24,2012-11-12,8.1,598,106,42,411,finished,manga,Akira Amano,
339,Sakigake!! Cromartie Koukou,"Award Winning, Comedy, Delinquents, Gag Humor, Shounen",2000-07-19,2006-05-17,8.1,599,1443,17,335,finished,manga,Eiji Nonaka,
908,Soul Eater,"Action, Comedy, Fantasy, Shounen",2003-06-24,2013-08-12,8.1,600,43,25,117,finished,manga,Atsushi Ookubo,
1258,Higurashi no Naku Koro ni: Watanagashi-hen,"Drama, Horror, Mystery, Psychological, Shounen",2005-04-26,2006-03-25,8.1,601,1069,2,12,finished,manga,"Yutori Houjou,  Ryukishi07",
9296,Seven Days,"Boys Love, School, Slice of Life",2007-09-01,2009-06-01,8.1,602,310,2,13,finished,manga,"Rihito Takarai, Venio Tachibana",
11243,Kono Sekai no Katasumi ni,"Award Winning, Drama, Historical, Seinen",2007-01-09,2009-01-20,8.1,603,2480,3,48,finished,manga,Fumiyo Kouno,
11652,Kuroko no Basket,"Comedy, School, Shounen, Sports, Team Sports",2008-12-08,2014-09-01,8.1,604,217,30,276,finished,manga,Tadatoshi Fujimaki,
13702,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo",2008-08-23,2013-11-22,8.1,605,130,13,55,finished,manga, Robico,
62671,Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,"Drama, Fantasy, Mahou Shoujo, Psychological",2013-11-12,2014-01-10,8.1,606,2717,3,9,finished,manga," Magica Quartet,  Hanokage",
78537,Karakai Jouzu no Takagi-san,"Award Winning, Comedy, Love Status Quo, Romance, School, Shounen",2012-06-12,2023-10-12,8.09,608,201,20,182,finished,manga,Souichirou Yamamoto,
80281,Girls & Panzer: Ribbon no Musha,"Comedy, Military, School, Seinen",2014-09-05,2021-03-05,8.09,609,5442,16,64,finished,manga,"Takeshi Nogami, Takaaki Suzuki",
41435,K: Memory of Red,"Action, Martial Arts, Shoujo, Supernatural",2012-05-28,2013-07-27,8.09,610,1938,3,16,finished,manga,"Yui Kuroe,  GoRA",
138407,"Natsu e no Tunnel, Sayonara no Deguchi: Gunjou","Drama, Mystery, Sci-Fi",2020-07-11,2021-10-16,8.09,611,4987,4,17,finished,manga," Koudon, Mei Hachimoku",
148467,Super no Ura de Yani Suu Futari,"Adult Cast, Love Status Quo, Romance",2022-08-25,,8.09,612,372,0,0,currently_publishing,manga, Jinushi,
121303,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,"Adult Cast, Boys Love, Comedy, Supernatural, Workplace",2018-09-07,,8.09,613,2556,0,0,currently_publishing,manga,Yuu Toyota,
27,X,"Action, Drama, Fantasy, Psychological, Shoujo, Super Power, Supernatural",1992-03-24,2003-03-24,8.09,616,702,18,158,on_hiatus,manga, CLAMP,
564,Gantz,"Action, Drama, Gore, Horror, Psychological, Sci-Fi, Seinen, Supernatural, Survival",2000-07-13,2013-06-20,8.09,617,30,37,383,finished,manga,Hiroya Oku,
674,Majin Tantei Nougami Neuro,"Detective, Mystery, Shounen, Supernatural",2005-02-21,2009-04-20,8.09,618,948,23,203,finished,manga,Yuusei Matsui,
872,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Action, Adventure, Shounen, Supernatural",1989-03-20,1992-04-14,8.09,619,144,16,152,finished,manga,Hirohiko Araki,
928,Pocket Monsters Special,"Action, Adventure, Kids",1997-04,,8.09,620,327,0,0,currently_publishing,manga,"Hidenori Kusaka, Satoshi Yamamoto,  Mato",
1149,Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",1983-09-13,1988-07-26,8.09,621,376,27,245,finished,manga,"Tetsuo Hara,  Buronson",
1257,Higurashi no Naku Koro ni: Onikakushi-hen,"Drama, Horror, Mystery, Psychological",2005-03-24,2006-03-24,8.09,622,706,2,7,finished,manga,"Karin Suzuragi,  Ryukishi07",
7749,Oresama Teacher,"Comedy, Delinquents, School, Shoujo",2007-07-05,2020-02-05,8.09,623,472,29,176,finished,manga,Izumi Tsubaki,
10447,Getter Robo Go,"Action, Mecha, Sci-Fi, Shounen",1991-02-11,1992-01-27,8.09,624,5592,7,28,finished,manga,Ken Ishikawa,
95964,Kekkai Sensen: Back 2 Back,"Action, Fantasy, Shounen, Super Power, Urban Fantasy, Vampire",2015-07-17,2022-04-28,8.08,628,4329,10,32,finished,manga,Yasuhiro Nightow,
108187,Karakai Jouzu no (Moto) Takagi-san,"Comedy, Iyashikei, Romance, Slice of Life",2017-07-15,2024-07-24,8.08,629,387,23,319,finished,manga,Mifumi Inaba,
108696,Runway de Waratte,"Drama, Shounen, Showbiz, Visual Arts",2017-05-31,2021-07-14,8.08,630,1144,22,194,finished,manga,Kotoba Inoya,
139104,"Hikaeme ni Ittemo, Kore wa Ai","Romance, Shoujo",2021-07-26,,8.08,631,1553,0,0,currently_publishing,manga,Momo Fuji,
159130,Nick to Lever,"Comedy, Gag Humor, Seinen",2020-10-12,2023-09-12,8.08,632,6666,3,134,finished,manga,Kyougorou Miyata,
24457,Mahou Shoujo Madoka★Magica,"Drama, Fantasy, Horror, Mahou Shoujo, School",2011-02-12,2011-05-30,8.08,633,449,3,12,finished,manga," Magica Quartet,  Hanokage",
26178,Donten ni Warau,"Action, Historical, Shoujo, Supernatural",2010-10-15,2013-05-15,8.08,634,822,6,29,finished,manga,Kemuri Karakara,
44523,Touhou Suzunaan: Forbidden Scrollery.,Fantasy,2012-10-25,2017-07-26,8.08,635,2530,7,54,finished,manga," ZUN, Moe Harukawa",
11,Naruto,"Action, Adventure, Fantasy, Martial Arts, Shounen",1999-09-21,2014-11-10,8.08,636,12,72,700,finished,manga,Masashi Kishimoto,
393,Kindaichi Shounen no Jikenbo: File Series,"Award Winning, Detective, Drama, Mystery, Shounen, Supernatural",1992-10-14,1997-10-22,8.08,637,3019,27,219,finished,manga,"Shin Kibayashi, Youzaburou Kanari, Fumiya Satou",
591,Koukou Debut,"Comedy, Romance, School, Shoujo",2003-08-13,2013-05-13,8.08,638,250,15,62,finished,manga,Kazune Kawahara,
988,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Drama, Ecchi, Martial Arts, Shounen",2002-08-09,2014-09-17,8.08,639,233,61,584,finished,manga,Syun Matsuena,
3097,Futatsu no Spica,"Drama, Fantasy, Sci-Fi, Seinen, Slice of Life, Supernatural",2001-09-05,2009-08-05,8.08,640,3250,16,97,finished,manga,Kou Yaginuma,
3574,Tobaku Datenroku Kaiji,"Adult Cast, Drama, Psychological, Seinen, Strategy Game",2004-11,2008-04,8.08,641,1550,13,131,finished,manga,Nobuyuki Fukumoto,
119931,One Room Angel,"Boys Love, Drama, Supernatural",2017-10-25,2018-12-25,8.08,642,3260,1,8,finished,manga, Harada,
124094,Jibaku Shounen Hanako-kun 0,"School, Supernatural",2014-06-18,2014-08-18,8.08,644,1755,1,4,finished,manga,Iro Aida,
115710,Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou,"Action, Shounen, Supernatural",2017-04-28,2017-07-28,8.07,646,126,1,4,finished,manga,Gege Akutami,
128594,One Piece: Episode A,"Action, Adventure, Fantasy, Shounen, Super Power",2020-09-16,2021-12-02,8.07,647,1684,2,6,finished,manga,"Eiichiro Oda, Tatsuya Hamazaki,  Boichi, Shou Hinata",
142799,Goukon ni Ittara Onna ga Inakatta Hanashi,"Adult Cast, Comedy, Crossdressing, Romance",2021-02-12,,8.07,648,3763,0,0,currently_publishing,manga,Nana Aokawa,
89467,Hitoribocchi no ○○ Seikatsu,"Comedy, School, Shounen, Slice of Life",2013-09-27,2021-04-27,8.07,650,769,8,101,finished,manga, Katsuwo,
633,Beauty Pop,"Comedy, Romance, School, Shoujo",2003-09,2008-02,8.07,651,659,10,57,finished,manga,Kiyoko Arai,
655,Boku no Chikyuu wo Mamotte,"Drama, Fantasy, Mystery, Reincarnation, Romance, Sci-Fi, Shoujo, Space",1987,1994,8.07,652,1650,21,138,finished,manga,Saki Hiwatari,
3102,Girl Friends,"Girls Love, School, Seinen",2006-10-21,2010-08-21,8.07,653,362,5,35,finished,manga,Milk Morinaga,
15547,Kiichi VS,"Drama, Psychological, Seinen",2007-07-27,2013-06-28,8.07,654,7376,11,111,finished,manga,Hideki Arai,
1211,Ore to Akuma no Blues,"Drama, Historical, Horror, Psychological, Seinen",2003-11-25,,8.06,655,858,0,0,currently_publishing,manga,Akira Hiramoto,
3868,Shigurui,"Action, Drama, Gore, Historical, Martial Arts, Samurai, Seinen",2003-06-19,2010-07-17,8.06,656,608,15,84,finished,manga,"Takayuki Yamaguchi, Norio Nanjou",
12917,Shaman King Kanzenban,"Action, Adventure, Comedy, Supernatural",2008-03-04,2009-04-03,8.06,658,1305,0,33,finished,manga,Hiroyuki Takei,
151815,Konjiki no Gash!! 2,"Action, Adventure, Comedy, Supernatural",2022-03-14,,8.06,661,5968,0,0,currently_publishing,manga,Makoto Raiku,
114793,Rojica to Rakkasei,"Adventure, Fantasy, Psychological, Slice of Life",2017-11-17,2019-07-12,8.06,662,2985,3,25,finished,manga, Kinome,
38105,Kase-san Series,"Girls Love, School",2010-08-25,2017-12-28,8.06,664,529,5,25,finished,manga,Hiromi Takashima,
41629,Hyouka,"Drama, Mystery, School, Shounen, Slice of Life",2012-01-26,,8.06,665,993,0,0,currently_publishing,manga,"Honobu Yonezawa, Task Ohna",
18570,Ultra Heaven,"Avant Garde, Drama, Psychological, Sci-Fi, Seinen",2001-06-12,2009-10-10,8.05,666,957,3,25,on_hiatus,manga,Keiichi Koike,
19980,Koi dano Ai dano,"Comedy, Romance, School, Shoujo",2009-10-10,2016-04-09,8.05,667,1758,11,46,finished,manga,Ririko Tsujita,
24903,Gangsta.,"Action, Adult Cast, Drama, Organized Crime, Seinen",2011-01-21,,8.05,668,234,0,0,currently_publishing,manga, Kohske,
44501,High Score Girl,"Comedy, Love Polygon, Romance, School, Seinen",2010-10-29,2018-09-25,8.05,671,1012,10,65,finished,manga,Rensuke Oshikiri,
61097,Baraou no Souretsu,"Action, Drama, Historical, Shoujo, Supernatural",2013-10-04,2022-01-06,8.05,675,983,17,78,finished,manga,Aya Kanno,
649,Gunslinger Girl,"Action, Award Winning, Drama, Military, Psychological, Sci-Fi",2002-05-21,2012-09-27,8.05,676,710,15,100,finished,manga,Yuu Aida,
1092,Gokusen,"Action, Comedy, Delinquents, Josei, Organized Crime, Romance, School, Slice of Life, Workplace",1999-12-15,2007-02-15,8.05,677,1080,15,156,finished,manga,Kozueko Morimoto,
1659,Five Star Stories,"Mecha, Military, Sci-Fi",1986-04-10,,8.05,678,3406,0,0,currently_publishing,manga,Mamoru Nagano,
5711,Megumi no Daigo,"Action, Award Winning, Drama, Shounen",1995-08-23,1999-06-02,8.05,679,5723,20,182,finished,manga,Masahito Soda,
5775,Yamamoto Zenjirou to Moushimasu,"Childcare, Drama, Romance, Shoujo, Supernatural",2007-02,2011-08-17,8.05,680,3190,5,20,finished,manga,Youko Maki,
8742,Ashita no Ousama,"Josei, Performing Arts",1996,2001,8.05,681,4811,10,53,finished,manga,Emiko Yachi,
15104,Kingdom Hearts: 358/2 Days,"Fantasy, Shounen",2009-08-12,2012-09-12,8.05,682,1790,5,35,finished,manga,"Shiro Amano, Tetsuya Nomura",
17517,Steins;Gate,"Drama, Mystery, Sci-Fi, Seinen",2009-09-26,2013-07-27,8.05,683,681,3,23,finished,manga," Nitroplus, Yomi Sarachi",
99007,"Komi-san wa, Comyushou desu.","Award Winning, Comedy, School, Shounen",2016-05-18,2025-01-29,8.05,684,29,37,500,finished,manga,Tomohito Oda,
121209,Houkago Shounen Hanako-kun,"Comedy, Parody, School, Supernatural",2018-02-22,,8.05,685,2758,0,0,currently_publishing,manga,Iro Aida,
